zip,percent_pop_0_17,percent_pop_70_80,median_hh_income,pop_bucket
30273,0.291,0.026,56865,high_under_18
30274,0.278,0.029,40681,high_under_18
30277,0.243,0.052,83807,high_under_18
30281,0.257,0.042,54913,high_under_18
30284,0.289,0.011,56563,high_under_18
30288,0.264,0.049,51639,high_under_18
30291,0.298,0.042,36147,high_under_18
30294,0.246,0.042,63411,high_under_18
30296,0.271,0.038,52598,high_under_18
30297,0.302,0.032,33565,high_under_18
30306,0.177,0.028,100380,high_under_18
30307,0.182,0.046,87009,high_under_18
30310,0.243,0.042,28333,high_under_18
30315,0.259,0.039,27525,high_under_18
30316,0.17,0.049,62299,high_under_18
30317,0.231,0.042,65061,high_under_18
30319,0.178,0.05,95670,high_under_18
30328,0.187,0.054,82991,high_under_18
30329,0.241,0.029,51589,high_under_18
30336,0.239,0,0,high_under_18
30337,0.28,0.031,29106,high_under_18
30340,0.291,0.037,44157,high_under_18
30341,0.245,0.035,56643,high_under_18
30342,0.255,0.031,76552,high_under_18
30344,0.22,0.048,39655,high_under_18
30345,0.231,0.052,71914,high_under_18
30349,0.298,0.032,46998,high_under_18
30350,0.209,0.035,61292,high_under_18
30354,0.266,0.032,33283,high_under_18
30360,0.292,0.035,62649,high_under_18
30426,0.295,0.032,27159,high_under_18
30809,0.267,0.051,97435,high_under_18
30812,0,0.094,0,high_70_80
30813,0.293,0.034,71476,high_under_18
30815,0.23,0.046,48696,high_under_18
30903,0.236,0,86078,high_under_18
30904,0.22,0.053,35594,high_under_18
30905,0.222,0.001,50463,high_under_18
30906,0.27,0.053,34303,high_under_18
32065,0.282,0.045,65891,high_under_18
32068,0.251,0.05,58479,high_under_18
32079,0,0.358,32813,high_70_80
32095,0.227,0.049,66316,high_under_18
32204,0.15,0.077,40417,high_70_80
32205,0.217,0.049,43054,high_under_18
32206,0.218,0.047,25757,high_under_18
32207,0.232,0.049,45214,high_under_18
32209,0.293,0.054,23890,high_under_18
32210,0.251,0.04,43177,high_under_18
32212,0.187,0,55037,high_under_18
32216,0.211,0.05,50648,high_under_18
32218,0.254,0.049,51447,high_under_18
32221,0.271,0.054,59801,high_under_18
32222,0.243,0.047,64036,high_under_18
32224,0.21,0.046,72590,high_under_18
32226,0.258,0.042,78729,high_under_18
32227,0.316,0.002,42933,high_under_18
32244,0.272,0.046,49871,high_under_18
32246,0.219,0.044,53720,high_under_18
32254,0.268,0.039,29226,high_under_18
32256,0.194,0.048,59624,high_under_18
32258,0.232,0.044,79866,high_under_18
32259,0.297,0.053,105955,high_under_18
32277,0.238,0.047,47141,high_under_18
32703,0.25,0.049,48417,high_under_18
32714,0.182,0.052,49595,high_under_18
32730,0.109,0.057,41533,high_70_80
32738,0.25,0.052,47135,high_under_18
32764,0.117,0.092,60023,high_70_80
32765,0.231,0.048,72530,high_under_18
32766,0.3,0.036,103084,high_under_18
32771,0.257,0.048,53359,high_under_18
32773,0.243,0.039,42077,high_under_18
32778,0.156,0.164,43585,high_70_80
32792,0.174,0.053,47885,high_under_18
32798,0.048,0.296,43601,high_70_80
32801,0.091,0.063,52746,high_70_80
32808,0.276,0.045,33475,high_under_18
32809,0.239,0.053,40114,high_under_18
32810,0.239,0.034,44526,high_under_18
32811,0.247,0.034,35374,high_under_18
32814,0.197,0.023,96818,high_under_18
32817,0.166,0.04,53357,high_under_18
32818,0.272,0.041,43079,high_under_18
32819,0.194,0.053,62918,high_under_18
32820,0.245,0.046,63232,high_under_18
32822,0.221,0.05,35804,high_under_18
32824,0.235,0.034,56002,high_under_18
32825,0.219,0.039,54137,high_under_18
32828,0.252,0.049,69356,high_under_18
32829,0.274,0.042,66196,high_under_18
32832,0.286,0.041,83462,high_under_18
32833,0.254,0.042,53006,high_under_18
32835,0.211,0.029,51318,high_under_18
32837,0.245,0.048,57970,high_under_18
32839,0.24,0.031,34972,high_under_18
32901,0.115,0.102,34437,high_70_80
32908,0.28,0.025,49099,high_under_18
32920,0.103,0.15,41406,high_70_80
32922,0.281,0.046,27201,high_under_18
32925,0.265,0.033,51458,high_under_18
32931,0.111,0.125,55352,high_70_80
32948,0.292,0.024,38998,high_under_18
32950,0.144,0.11,62383,high_70_80
32951,0.119,0.16,70575,high_70_80
32958,0.159,0.145,48087,high_70_80
32963,0.073,0.24,98265,high_70_80
32966,0.117,0.17,44357,high_70_80
32970,0.321,0,11786,high_under_18
32976,0.066,0.266,33914,high_70_80
33012,0.159,0.1,31010,high_70_80
33013,0.148,0.109,31145,high_70_80
33015,0.217,0.051,48450,high_under_18
33019,0.144,0.113,77043,high_70_80
33020,0.199,0.047,38090,high_under_18
33023,0.244,0.04,47284,high_under_18
33024,0.228,0.052,56172,high_under_18
33025,0.219,0.048,55708,high_under_18
33028,0.239,0.048,98245,high_under_18
33029,0.255,0.054,100919,high_under_18
33030,0.304,0.029,36069,high_under_18
33031,0.305,0.041,71404,high_under_18
33032,0.297,0.032,44415,high_under_18
33033,0.298,0.031,43369,high_under_18
33035,0.33,0.031,49655,high_under_18
33054,0.244,0.043,21977,high_under_18
33068,0.256,0.045,44154,high_under_18
33069,0.147,0.072,43921,high_70_80
33109,0,0.357,177000,high_70_80
33122,0.274,0,66658,high_under_18
33134,0.152,0.081,65197,high_70_80
33139,0.121,0.062,50565,high_70_80
33144,0.131,0.096,42306,high_70_80
33145,0.155,0.083,46856,high_70_80
33146,0.161,0.044,116536,high_under_18
33157,0.246,0.054,60325,high_under_18
33160,0.141,0.109,50070,high_70_80
33161,0.231,0.046,36051,high_under_18
33162,0.235,0.051,40932,high_under_18
33166,0.173,0.05,51738,high_under_18
33169,0.251,0.05,41999,high_under_18
33170,0.287,0.052,41207,high_under_18
33174,0.136,0.081,46390,high_70_80
33175,0.157,0.081,51582,high_70_80
33178,0.283,0.029,78690,high_under_18
33184,0.152,0.087,50493,high_70_80
33185,0.214,0.053,80429,high_under_18
33186,0.21,0.048,64907,high_under_18
33189,0.252,0.045,53438,high_under_18
33190,0.294,0.037,59123,high_under_18
33194,0.235,0.013,94535,high_under_18
33196,0.217,0.052,73382,high_under_18
33304,0.132,0.06,50040,high_70_80
33305,0.1,0.088,62995,high_70_80
33306,0.118,0.101,67180,high_70_80
33308,0.097,0.137,61917,high_70_80
33309,0.217,0.045,49872,high_under_18
33312,0.228,0.046,50603,high_under_18
33313,0.267,0.044,35760,high_under_18
33314,0.193,0.035,41936,high_under_18
33315,0.155,0.069,58502,high_70_80
33316,0.105,0.099,53333,high_70_80
33323,0.219,0.034,87163,high_under_18
33325,0.221,0.042,77357,high_under_18
33326,0.247,0.046,83160,high_under_18
33327,0.327,0.028,106526,high_under_18
33328,0.236,0.046,84712,high_under_18
33331,0.262,0.052,107192,high_under_18
33332,0.265,0.053,128601,high_under_18
33334,0.169,0.053,50658,high_under_18
33351,0.238,0.04,54438,high_under_18
33510,0.242,0.05,57397,high_under_18
33511,0.225,0.051,58090,high_under_18
33534,0.332,0.028,47948,high_under_18
33541,0.13,0.213,39133,high_70_80
33542,0.156,0.175,32003,high_70_80
33544,0.276,0.036,78629,high_under_18
33545,0.291,0.033,75828,high_under_18
33547,0.34,0.046,96494,high_under_18
33559,0.204,0.054,57783,high_under_18
33567,0.288,0.052,48113,high_under_18
33573,0.052,0.304,46434,high_70_80
33576,0.102,0.254,54980,high_70_80
33578,0.247,0.032,61063,high_under_18
33579,0.309,0.025,80563,high_under_18
33584,0.243,0.048,56994,high_under_18
33596,0.252,0.049,96297,high_under_18
33602,0.126,0.062,67945,high_70_80
33603,0.191,0.052,40078,high_under_18
33604,0.216,0.051,37316,high_under_18
33605,0.237,0.052,26121,high_under_18
33610,0.297,0.046,32913,high_under_18
33612,0.238,0.045,31101,high_under_18
33613,0.174,0.041,29695,high_under_18
33614,0.218,0.048,37115,high_under_18
33616,0.213,0.042,57023,high_under_18
33617,0.24,0.043,36181,high_under_18
33619,0.238,0.043,39932,high_under_18
33621,0.426,0,65417,high_under_18
33624,0.203,0.054,65189,high_under_18
33625,0.207,0.042,63766,high_under_18
33626,0.275,0.037,98903,high_under_18
33637,0.217,0.035,52987,high_under_18
33647,0.252,0.036,81693,high_under_18
33701,0.099,0.097,34165,high_70_80
33706,0.1,0.16,69691,high_70_80
33707,0.12,0.134,43861,high_70_80
33708,0.081,0.158,55555,high_70_80
33713,0.172,0.047,50704,high_under_18
33715,0.084,0.251,82010,high_70_80
33744,0,0.21,0,high_70_80
33760,0.198,0.045,45682,high_under_18
33761,0.141,0.126,52304,high_70_80
33762,0.111,0.076,63500,high_70_80
33763,0.131,0.142,42779,high_70_80
33764,0.159,0.111,50424,high_70_80
33767,0.068,0.196,69541,high_70_80
33770,0.147,0.104,42864,high_70_80
33772,0.154,0.103,49489,high_70_80
33785,0.082,0.151,65647,high_70_80
33786,0.13,0.174,86000,high_70_80
33834,0.242,0.048,38912,high_under_18
33847,0.503,0.03,45469,high_under_18
33848,0.374,0,0,high_under_18
33849,0.215,0.038,52353,high_under_18
33851,0.256,0.045,53359,high_under_18
33856,0,0.396,24617,high_70_80
33867,0,0.43,42727,high_70_80
33903,0.113,0.191,37706,high_70_80
33904,0.143,0.134,50263,high_70_80
33908,0.099,0.222,56688,high_70_80
33912,0.111,0.192,69431,high_70_80
33913,0.144,0.152,78151,high_70_80
33916,0.284,0.05,34967,high_under_18
33917,0.125,0.191,43441,high_70_80
33919,0.136,0.172,54028,high_70_80
33920,0.145,0.12,66653,high_70_80
33921,0.022,0.251,58750,high_70_80
33922,0.115,0.182,40888,high_70_80
33928,0.146,0.226,69102,high_70_80
33930,0.45,0.012,0,high_under_18
33931,0.022,0.291,54456,high_70_80
33947,0.088,0.234,49639,high_70_80
33948,0.139,0.13,44158,high_70_80
33950,0.055,0.24,52347,high_70_80
33953,0.091,0.188,54124,high_70_80
33954,0.155,0.117,48843,high_70_80
33955,0.122,0.154,58914,high_70_80
33956,0.078,0.281,51250,high_70_80
33957,0.089,0.249,104115,high_70_80
33967,0.198,0.051,62008,high_under_18
33971,0.315,0.045,47922,high_under_18
33973,0.365,0.033,37036,high_under_18
33974,0.299,0.041,48343,high_under_18
33976,0.334,0.029,45675,high_under_18
33980,0.111,0.199,42188,high_70_80
33981,0.112,0.195,49583,high_70_80
34103,0.101,0.199,85094,high_70_80
34108,0.1,0.231,87268,high_70_80
34110,0.113,0.195,74082,high_70_80
34134,0.058,0.261,75829,high_70_80
34135,0.152,0.165,61891,high_70_80
34201,0.041,0.247,92112,high_70_80
34209,0.139,0.121,55995,high_70_80
34210,0.159,0.146,47566,high_70_80
34215,0.048,0.361,48214,high_70_80
34216,0.093,0.199,62727,high_70_80
34217,0.062,0.248,53688,high_70_80
34222,0.126,0.197,46348,high_70_80
34223,0.078,0.233,51845,high_70_80
34224,0.115,0.197,42314,high_70_80
34228,0.015,0.321,102348,high_70_80
34229,0.128,0.185,80172,high_70_80
34231,0.133,0.125,49878,high_70_80
34236,0.087,0.215,51852,high_70_80
34238,0.113,0.221,68070,high_70_80
34242,0.106,0.218,91250,high_70_80
34243,0.153,0.132,60688,high_70_80
34275,0.113,0.175,53582,high_70_80
34285,0.046,0.293,50813,high_70_80
34287,0.124,0.179,47280,high_70_80
34292,0.107,0.234,59289,high_70_80
34293,0.107,0.176,54627,high_70_80
34638,0.307,0.035,84684,high_under_18
34652,0.159,0.108,36329,high_70_80
34681,0.113,0.211,59434,high_70_80
34684,0.134,0.117,50296,high_70_80
34688,0.158,0.137,84514,high_70_80
34698,0.143,0.135,46193,high_70_80
34714,0.257,0.047,52067,high_under_18
34715,0.245,0.054,61073,high_under_18
34741,0.246,0.042,36246,high_under_18
34743,0.253,0.051,42726,high_under_18
34744,0.249,0.052,48983,high_under_18
34747,0.205,0.05,67383,high_under_18
34756,0.209,0.042,71000,high_under_18
34758,0.272,0.048,43309,high_under_18
34761,0.27,0.038,60921,high_under_18
34772,0.279,0.046,64611,high_under_18
34786,0.306,0.034,99769,high_under_18
34787,0.263,0.051,65743,high_under_18
35007,0.28,0.046,69691,high_under_18
35040,0.284,0.046,63501,high_under_18
35043,0.285,0.052,91875,high_under_18
35052,0,0.077,0,high_70_80
35080,0.299,0.048,83933,high_under_18
35091,0.303,0.044,77218,high_under_18
35111,0.203,0.051,74950,high_under_18
35112,0.264,0,97966,high_under_18
35114,0.244,0.044,80948,high_under_18
35115,0.204,0.053,39712,high_under_18
35124,0.232,0.054,75730,high_under_18
35147,0.255,0.05,78460,high_under_18
35173,0.277,0.054,81776,high_under_18
35180,0.239,0.049,53647,high_under_18
35206,0.221,0.052,32537,high_under_18
35209,0.218,0.029,52734,high_under_18
35210,0.187,0.052,44975,high_under_18
35212,0.263,0.04,29220,high_under_18
35215,0.299,0.043,37846,high_under_18
35216,0.263,0.05,58742,high_under_18
35218,0.246,0.046,24645,high_under_18
35224,0.25,0.05,35240,high_under_18
35234,0.115,0.066,24228,high_70_80
35244,0.242,0.054,84158,high_under_18
37013,0.27,0.023,52816,high_under_18
37014,0.303,0.045,127500,high_under_18
37035,0.233,0.045,52321,high_under_18
37046,0.271,0.054,87500,high_under_18
37067,0.238,0.043,104699,high_under_18
37069,0.276,0.05,120414,high_under_18
37082,0.222,0.047,67071,high_under_18
37086,0.316,0.031,58662,high_under_18
37115,0.247,0.047,39579,high_under_18
37129,0.244,0.043,69006,high_under_18
37135,0.32,0.045,109538,high_under_18
37146,0.281,0.037,73646,high_under_18
37167,0.257,0.046,62099,high_under_18
37172,0.227,0.052,52815,high_under_18
37179,0.295,0.033,91696,high_under_18
37187,0.21,0.052,46060,high_under_18
37188,0.268,0.048,71722,high_under_18
37204,0.174,0.031,76250,high_under_18
37206,0.208,0.035,50365,high_under_18
37207,0.273,0.042,35645,high_under_18
37208,0.217,0.029,33105,high_under_18
37209,0.193,0.034,51068,high_under_18
37210,0.216,0.029,32938,high_under_18
37211,0.229,0.036,50209,high_under_18
37214,0.187,0.044,54837,high_under_18
37216,0.161,0.05,52927,high_under_18
37217,0.227,0.039,46421,high_under_18
37228,0.058,0.079,18856,high_70_80
37710,0.158,0.076,24083,high_70_80
37737,0.159,0.109,55724,high_70_80
37845,0.144,0.06,38182,high_70_80
37848,0.076,0.092,29677,high_70_80
37853,0.156,0.082,38654,high_70_80
37863,0.157,0.096,38290,high_70_80
37878,0.154,0.169,27222,high_70_80
37882,0.135,0.146,44261,high_70_80
37909,0.188,0.046,40699,high_under_18
37915,0.256,0.02,16351,high_under_18
37921,0.25,0.044,45412,high_under_18
37922,0.261,0.053,105798,high_under_18
38002,0.299,0.041,96692,high_under_18
38004,0.293,0.036,88272,high_under_18
38011,0.25,0.049,59823,high_under_18
38016,0.234,0.043,67017,high_under_18
38017,0.258,0.045,109455,high_under_18
38018,0.259,0.047,67848,high_under_18
38023,0.303,0.042,66448,high_under_18
38066,0.193,0.049,67109,high_under_18
38105,0.209,0.032,18065,high_under_18
38107,0.232,0.043,28281,high_under_18
38111,0.222,0.047,35960,high_under_18
38112,0.194,0.051,31647,high_under_18
38114,0.254,0.049,25012,high_under_18
38115,0.297,0.024,31183,high_under_18
38116,0.261,0.039,40433,high_under_18
38118,0.316,0.026,32809,high_under_18
38122,0.295,0.045,35405,high_under_18
38125,0.233,0.032,62765,high_under_18
38126,0.331,0.034,14131,high_under_18
38127,0.33,0.031,27326,high_under_18
38128,0.305,0.031,33757,high_under_18
38133,0.258,0.049,70506,high_under_18
38134,0.241,0.042,46720,high_under_18
38135,0.233,0.048,78093,high_under_18
38141,0.308,0.023,49839,high_under_18
38637,0.285,0.032,47435,high_under_18
38654,0.265,0.053,74385,high_under_18
38664,0.285,0.02,38037,high_under_18
38671,0.259,0.05,50757,high_under_18
38672,0.315,0.051,96304,high_under_18
38680,0.233,0.036,51846,high_under_18
40010,0.517,0.038,87188,high_under_18
40014,0.27,0.053,100869,high_under_18
40020,0.099,0.145,37426,high_70_80
40026,0.278,0.031,109000,high_under_18
40031,0.224,0.052,74480,high_under_18
40041,0,0.363,21212,high_70_80
40055,0.245,0.053,70855,high_under_18
40067,0.231,0.048,83377,high_under_18
40110,0.5,0,0,high_under_18
40121,0.318,0.006,55196,high_under_18
40155,0.245,0.042,35653,high_under_18
40177,0.278,0.054,41434,high_under_18
40203,0.252,0.047,15341,high_under_18
40204,0.163,0.04,51281,high_under_18
40206,0.15,0.067,51515,high_70_80
40210,0.293,0.046,22487,high_under_18
40211,0.296,0.047,29419,high_under_18
40212,0.304,0.044,26089,high_under_18
40214,0.238,0.05,40822,high_under_18
40215,0.282,0.036,31927,high_under_18
40216,0.243,0.053,41142,high_under_18
40218,0.243,0.049,41018,high_under_18
40229,0.238,0.053,55666,high_under_18
40245,0.27,0.051,112655,high_under_18
40258,0.231,0.049,51962,high_under_18
41005,0.266,0.046,78194,high_under_18
41014,0.236,0.043,34990,high_under_18
41016,0.252,0.05,45164,high_under_18
41017,0.239,0.054,74593,high_under_18
41033,0.286,0.023,68466,high_under_18
41048,0.322,0.027,93186,high_under_18
41051,0.286,0.044,77486,high_under_18
41071,0.207,0.051,40242,high_under_18
41073,0.192,0.033,56827,high_under_18
41074,0.242,0.053,42803,high_under_18
41080,0.224,0.03,71119,high_under_18
41085,0.297,0.046,46111,high_under_18
41094,0.305,0.038,71974,high_under_18
41095,0.266,0.046,46201,high_under_18
43001,0.267,0.054,74050,high_under_18
43003,0.203,0.047,48681,high_under_18
43004,0.272,0.027,73854,high_under_18
43015,0.253,0.051,71670,high_under_18
43016,0.25,0.044,87004,high_under_18
43017,0.28,0.042,101136,high_under_18
43026,0.282,0.035,84773,high_under_18
43029,0.194,0.024,57353,high_under_18
43032,0.286,0,0,high_under_18
43033,0.145,0.06,51250,high_70_80
43035,0.337,0.021,113466,high_under_18
43036,0.257,0.032,48750,high_under_18
43040,0.244,0.04,74890,high_under_18
43054,0.294,0.034,114372,high_under_18
43062,0.251,0.051,80663,high_under_18
43065,0.295,0.048,122555,high_under_18
43066,0.119,0.099,84803,high_70_80
43068,0.254,0.041,60820,high_under_18
43077,0.209,0.054,46786,high_under_18
43081,0.218,0.053,77280,high_under_18
43110,0.274,0.042,65810,high_under_18
43116,0.356,0.037,89545,high_under_18
43117,0.388,0,0,high_under_18
43119,0.249,0.038,66419,high_under_18
43136,0.237,0.048,60921,high_under_18
43146,0.159,0.057,78075,high_70_80
43147,0.279,0.04,92908,high_under_18
43203,0.267,0.052,28645,high_under_18
43204,0.226,0.044,42863,high_under_18
43205,0.209,0.04,32705,high_under_18
43206,0.199,0.043,50660,high_under_18
43211,0.314,0.04,25045,high_under_18
43217,0.387,0.005,40794,high_under_18
43219,0.298,0.048,34030,high_under_18
43222,0.3,0.05,23802,high_under_18
43223,0.249,0.054,32724,high_under_18
43224,0.253,0.037,35780,high_under_18
43227,0.259,0.049,35365,high_under_18
43228,0.276,0.038,43643,high_under_18
43229,0.265,0.048,42181,high_under_18
43230,0.234,0.052,73736,high_under_18
43231,0.278,0.033,47495,high_under_18
43232,0.274,0.04,38169,high_under_18
43240,0.22,0.037,74663,high_under_18
43321,0.293,0.041,47679,high_under_18
43402,0.163,0.046,42585,high_under_18
43413,0.295,0.041,57989,high_under_18
43437,0.279,0.029,63158,high_under_18
43451,0.231,0.035,59417,high_under_18
43458,0.333,0.026,39375,high_under_18
43460,0.241,0.054,61750,high_under_18
43462,0.241,0.05,42019,high_under_18
43467,0.394,0.019,31250,high_under_18
43468,0.061,0.189,60278,high_70_80
43469,0.264,0.041,58409,high_under_18
43525,0.328,0.033,82500,high_under_18
43532,0.25,0.049,66771,high_under_18
43533,0.241,0.042,53702,high_under_18
43541,0.237,0.048,51667,high_under_18
43547,0.137,0.063,84417,high_70_80
43565,0.239,0.053,65179,high_under_18
43569,0.26,0.045,63816,high_under_18
43604,0.247,0.026,13484,high_under_18
43605,0.28,0.038,28917,high_under_18
43608,0.278,0.046,25465,high_under_18
43609,0.3,0.038,24187,high_under_18
43612,0.27,0.039,42557,high_under_18
43613,0.223,0.052,48124,high_under_18
43619,0.204,0.053,60954,high_under_18
44017,0.182,0.054,57295,high_under_18
44044,0.124,0.059,72868,high_70_80
44050,0.234,0.048,68552,high_under_18
44052,0.259,0.05,33233,high_under_18
44101,0.307,0.009,0,high_under_18
44102,0.246,0.049,29909,high_under_18
44104,0.348,0.049,14646,high_under_18
44107,0.181,0.043,48671,high_under_18
44109,0.238,0.046,30464,high_under_18
44111,0.22,0.049,40542,high_under_18
44115,0.319,0.016,13625,high_under_18
44119,0.223,0.05,36620,high_under_18
44123,0.213,0.039,40664,high_under_18
44127,0.291,0.032,19792,high_under_18
44135,0.233,0.052,37408,high_under_18
44137,0.223,0.042,39850,high_under_18
44221,0.204,0.05,51326,high_under_18
44240,0.182,0.044,45181,high_under_18
44250,0.122,0.092,46128,high_70_80
44251,0.142,0.133,85417,high_70_80
44301,0.263,0.054,40316,high_under_18
44302,0.186,0.05,28961,high_under_18
44303,0.158,0.073,53833,high_70_80
44305,0.234,0.049,36992,high_under_18
44306,0.284,0.036,28809,high_under_18
44307,0.286,0.049,19158,high_under_18
44310,0.199,0.052,34277,high_under_18
44311,0.182,0.03,19026,high_under_18
44314,0.205,0.054,34481,high_under_18
44401,0.154,0.128,51447,high_70_80
44403,0.156,0.099,55694,high_70_80
44418,0.135,0.086,58789,high_70_80
44423,0.231,0.042,63281,high_under_18
44427,0.288,0.008,47164,high_under_18
44430,0.138,0.057,46500,high_70_80
44432,0.147,0.084,44940,high_70_80
44438,0.221,0.047,32247,high_under_18
44451,0.148,0.099,54583,high_70_80
44454,0.313,0.042,43929,high_under_18
44455,0.148,0.058,48487,high_70_80
44491,0.39,0.04,56038,high_under_18
44493,0,0.538,0,high_70_80
44502,0.232,0.051,25701,high_under_18
44503,0.014,0.057,9059,high_70_80
44504,0.141,0.074,33654,high_70_80
44506,0.227,0.041,27147,high_under_18
44509,0.246,0.054,27898,high_under_18
44606,0.403,0.039,56906,high_under_18
44670,0.327,0.026,58563,high_under_18
44689,0.308,0.037,65192,high_under_18
44702,0.024,0.127,10169,high_70_80
44703,0.221,0.035,26168,high_under_18
44705,0.293,0.05,32822,high_under_18
44707,0.275,0.049,25673,high_under_18
45001,0.247,0.03,39231,high_under_18
45002,0.288,0.047,76387,high_under_18
45011,0.272,0.039,65223,high_under_18
45033,0.184,0.009,0,high_under_18
45034,0.223,0.029,69900,high_under_18
45036,0.215,0.046,73427,high_under_18
45039,0.296,0.041,86129,high_under_18
45044,0.287,0.043,49115,high_under_18
45051,0,0.077,0,high_70_80
45053,0.281,0.046,93295,high_under_18
45067,0.296,0.05,64762,high_under_18
45102,0.237,0.044,60337,high_under_18
45111,0.193,0.04,76000,high_under_18
45112,0.118,0.132,0,high_70_80
45140,0.258,0.053,87547,high_under_18
45145,0,0.5,0,high_70_80
45147,0.186,0,49861,high_under_18
45152,0.287,0.046,71682,high_under_18
45156,0.066,0.082,33438,high_70_80
45157,0.27,0.041,61794,high_under_18
45158,0.213,0.015,50625,high_under_18
45160,0.154,0.122,23790,high_70_80
45162,0.215,0.054,74167,high_under_18
45174,0.323,0.041,159605,high_under_18
45203,0.218,0.025,14361,high_under_18
45204,0.219,0.037,32936,high_under_18
45205,0.315,0.034,28973,high_under_18
45206,0.161,0.049,32094,high_under_18
45207,0.213,0.037,25313,high_under_18
45208,0.203,0.048,86940,high_under_18
45211,0.253,0.049,39281,high_under_18
45212,0.184,0.046,42957,high_under_18
45214,0.296,0.035,20030,high_under_18
45216,0.209,0.051,33036,high_under_18
45217,0.29,0.046,40638,high_under_18
45218,0.266,0.05,60123,high_under_18
45223,0.265,0.028,34808,high_under_18
45225,0.373,0.022,13491,high_under_18
45226,0.182,0.026,75000,high_under_18
45227,0.207,0.051,50538,high_under_18
45232,0.442,0.014,15283,high_under_18
45239,0.236,0.051,51972,high_under_18
45244,0.277,0.052,89576,high_under_18
45252,0.155,0.119,80263,high_70_80
45303,0.311,0.053,58902,high_under_18
45310,0.29,0.032,61964,high_under_18
45328,0.299,0.048,38250,high_under_18
45337,0.228,0.048,63202,high_under_18
45350,0.361,0.046,69500,high_under_18
45358,0.241,0.04,61250,high_under_18
45378,0.258,0.033,48594,high_under_18
45846,0.313,0.054,63817,high_under_18
45866,0.218,0.041,40536,high_under_18
45883,0.333,0.042,83281,high_under_18
46032,0.251,0.044,97184,high_under_18
46037,0.313,0.031,111873,high_under_18
46038,0.28,0.031,84619,high_under_18
46040,0.308,0.051,94245,high_under_18
46048,0.354,0.038,45096,high_under_18
46055,0.295,0.043,102571,high_under_18
46060,0.285,0.038,71036,high_under_18
46062,0.271,0.054,81669,high_under_18
46064,0.221,0.052,74631,high_under_18
46074,0.324,0.034,95496,high_under_18
46075,0.321,0.031,72404,high_under_18
46077,0.306,0.032,128642,high_under_18
46103,0.258,0.003,75750,high_under_18
46106,0.317,0.048,80176,high_under_18
46110,0.391,0.041,43214,high_under_18
46112,0.25,0.045,77245,high_under_18
46113,0.257,0.032,69964,high_under_18
46123,0.275,0.046,85021,high_under_18
46144,0.106,0.059,54052,high_70_80
46150,0.244,0.037,55096,high_under_18
46157,0.311,0.037,71888,high_under_18
46168,0.237,0.052,65575,high_under_18
46180,0.285,0.052,50526,high_under_18
46181,0.227,0.051,64129,high_under_18
46184,0.266,0.048,65422,high_under_18
46186,0.257,0.028,70707,high_under_18
46201,0.238,0.035,28783,high_under_18
46203,0.264,0.039,35292,high_under_18
46205,0.231,0.039,41773,high_under_18
46208,0.184,0.05,34147,high_under_18
46216,0.141,0.082,41587,high_70_80
46217,0.29,0.052,57706,high_under_18
46220,0.182,0.036,68015,high_under_18
46221,0.277,0.052,45581,high_under_18
46222,0.308,0.031,30821,high_under_18
46224,0.285,0.036,35384,high_under_18
46225,0.207,0.048,33688,high_under_18
46227,0.226,0.054,40415,high_under_18
46229,0.27,0.054,46946,high_under_18
46231,0.259,0.05,62390,high_under_18
46234,0.269,0.047,71395,high_under_18
46235,0.341,0.026,36328,high_under_18
46236,0.238,0.042,81822,high_under_18
46237,0.245,0.044,63388,high_under_18
46239,0.304,0.039,72207,high_under_18
46241,0.306,0.035,36090,high_under_18
46250,0.185,0.04,54944,high_under_18
46254,0.281,0.027,43721,high_under_18
46259,0.279,0.043,103716,high_under_18
46268,0.244,0.043,47813,high_under_18
46280,0.239,0.044,60984,high_under_18
46290,0,0.371,250001,high_70_80
46312,0.301,0.049,30205,high_under_18
46319,0.214,0.048,57585,high_under_18
46320,0.289,0.045,30353,high_under_18
46323,0.246,0.045,48285,high_under_18
46324,0.273,0.049,45930,high_under_18
46327,0.266,0.048,43926,high_under_18
46394,0.207,0.049,52147,high_under_18
46405,0.279,0.048,43321,high_under_18
46409,0.222,0.052,29271,high_under_18
46740,0.364,0.048,41985,high_under_18
47016,0.182,0.051,71250,high_under_18
47022,0.281,0.037,69470,high_under_18
47035,0.052,0.412,0,high_70_80
47060,0.204,0.048,72580,high_under_18
47106,0.266,0.046,62963,high_under_18
47111,0.259,0.044,57352,high_under_18
47114,0.361,0.027,46583,high_under_18
47117,0.25,0.044,59628,high_under_18
47120,0.201,0.034,0,high_under_18
47136,0.24,0.051,68942,high_under_18
47143,0.252,0.052,70208,high_under_18
47161,0.267,0.041,58819,high_under_18
47162,0.149,0.056,36154,high_70_80
47326,0.393,0.031,48875,high_under_18
47381,0.418,0.02,27000,high_under_18
47382,0.217,0.051,38250,high_under_18
47383,0.218,0.045,57292,high_under_18
48009,0.251,0.054,114537,high_under_18
48017,0.156,0.064,62949,high_70_80
48021,0.249,0.04,46598,high_under_18
48028,0.064,0.224,54750,high_70_80
48030,0.216,0.043,35148,high_under_18
48034,0.153,0.077,45265,high_70_80
48044,0.265,0.051,97735,high_under_18
48051,0.243,0.036,67477,high_under_18
48072,0.216,0.035,77772,high_under_18
48084,0.223,0.049,85726,high_under_18
