zip,percent_pop_0_17,percent_pop_70_80,median_hh_income,pop_bucket
90094,0.196,0.022,136250,high_under_18
90201,0.313,0.03,39498,high_under_18
90220,0.27,0.042,54014,high_under_18
90221,0.303,0.031,46008,high_under_18
90222,0.319,0.034,40719,high_under_18
90240,0.252,0.041,81205,high_under_18
90241,0.228,0.047,64222,high_under_18
90242,0.256,0.039,62402,high_under_18
90245,0.237,0.049,92942,high_under_18
90250,0.259,0.042,49417,high_under_18
90254,0.178,0.044,124849,high_under_18
90255,0.275,0.037,40325,high_under_18
90260,0.227,0.039,58792,high_under_18
90262,0.295,0.03,45897,high_under_18
90270,0.308,0.03,37553,high_under_18
90278,0.232,0.044,107242,high_under_18
90280,0.273,0.041,47281,high_under_18
90292,0.094,0.057,103948,high_70_80
90293,0.087,0.058,100042,high_70_80
90301,0.244,0.045,42100,high_under_18
90302,0.261,0.039,43788,high_under_18
90303,0.261,0.047,44470,high_under_18
90304,0.285,0.024,41054,high_under_18
90403,0.126,0.063,92096,high_70_80
90404,0.167,0.051,73601,high_under_18
90405,0.157,0.07,88445,high_70_80
90501,0.241,0.042,64995,high_under_18
90602,0.249,0.045,48427,high_under_18
90604,0.233,0.044,66974,high_under_18
90605,0.269,0.044,66963,high_under_18
90606,0.221,0.054,66566,high_under_18
90621,0.253,0.031,58639,high_under_18
90631,0.24,0.054,76910,high_under_18
90650,0.244,0.045,63669,high_under_18
90670,0.227,0.051,66509,high_under_18
90680,0.264,0.045,53492,high_under_18
90706,0.26,0.045,52944,high_under_18
90712,0.223,0.05,83627,high_under_18
90713,0.22,0.046,94110,high_under_18
90716,0.29,0.04,38500,high_under_18
90717,0.197,0.051,61077,high_under_18
90723,0.291,0.032,49064,high_under_18
90731,0.242,0.044,49464,high_under_18
90740,0.119,0.156,65299,high_70_80
90742,0.085,0.118,77153,high_70_80
90743,0.121,0.117,137361,high_70_80
90744,0.304,0.035,43284,high_under_18
90755,0.216,0.04,75828,high_under_18
90803,0.117,0.075,83861,high_70_80
90804,0.222,0.031,47437,high_under_18
90805,0.297,0.031,47981,high_under_18
90806,0.269,0.037,50615,high_under_18
90810,0.259,0.038,56061,high_under_18
90813,0.318,0.028,34257,high_under_18
90822,0,0.175,0,high_70_80
91008,0.123,0.095,112813,high_70_80
91016,0.217,0.052,71341,high_under_18
91020,0.204,0.039,69150,high_under_18
91030,0.238,0.047,92847,high_under_18
91046,0,0.381,24609,high_70_80
91105,0.153,0.122,112765,high_70_80
91106,0.157,0.056,77380,high_70_80
91201,0.158,0.073,56580,high_70_80
91202,0.152,0.078,66657,high_70_80
91210,0.395,0,155833,high_under_18
91303,0.25,0.024,51486,high_under_18
91304,0.229,0.052,64367,high_under_18
91306,0.204,0.042,64772,high_under_18
91325,0.188,0.048,65129,high_under_18
91331,0.254,0.039,57353,high_under_18
91335,0.224,0.046,55580,high_under_18
91340,0.265,0.038,54703,high_under_18
91342,0.261,0.041,68600,high_under_18
91343,0.263,0.038,61692,high_under_18
91352,0.245,0.047,52171,high_under_18
91377,0.271,0.048,129721,high_under_18
91401,0.218,0.045,51784,high_under_18
91402,0.263,0.036,41669,high_under_18
91405,0.244,0.039,41283,high_under_18
91406,0.245,0.042,51564,high_under_18
91411,0.227,0.032,50332,high_under_18
91502,0.153,0.066,41784,high_70_80
91604,0.173,0.05,99745,high_under_18
91605,0.217,0.044,43004,high_under_18
91606,0.215,0.044,44773,high_under_18
91701,0.221,0.053,89067,high_under_18
91702,0.223,0.038,59104,high_under_18
91706,0.247,0.043,57240,high_under_18
91708,0.197,0.017,89622,high_under_18
91709,0.239,0.042,102746,high_under_18
91710,0.213,0.045,75408,high_under_18
91722,0.245,0.052,70632,high_under_18
91723,0.272,0.035,63270,high_under_18
91730,0.241,0.034,68716,high_under_18
91732,0.238,0.045,48254,high_under_18
91733,0.253,0.052,42758,high_under_18
91737,0.227,0.043,102610,high_under_18
91739,0.262,0.031,103974,high_under_18
91744,0.251,0.048,63318,high_under_18
91752,0.258,0.042,70880,high_under_18
91755,0.147,0.08,49755,high_70_80
91759,0.092,0.225,51719,high_70_80
91761,0.265,0.037,68021,high_under_18
91762,0.274,0.035,53462,high_under_18
91763,0.256,0.04,54263,high_under_18
91764,0.276,0.033,51961,high_under_18
91766,0.276,0.036,54163,high_under_18
91767,0.245,0.04,54157,high_under_18
91768,0.242,0.036,50044,high_under_18
91786,0.229,0.041,54931,high_under_18
91790,0.218,0.048,74965,high_under_18
91913,0.287,0.041,87440,high_under_18
91914,0.31,0.035,131486,high_under_18
91915,0.307,0.032,106452,high_under_18
91932,0.264,0.037,49950,high_under_18
91942,0.187,0.048,56645,high_under_18
91945,0.256,0.047,60739,high_under_18
91950,0.222,0.041,42942,high_under_18
91977,0.251,0.047,60986,high_under_18
91978,0.262,0.044,68206,high_under_18
92020,0.248,0.052,52264,high_under_18
92021,0.255,0.054,54154,high_under_18
92025,0.275,0.04,55703,high_under_18
92040,0.233,0.049,70513,high_under_18
92065,0.221,0.047,83382,high_under_18
92069,0.252,0.04,65485,high_under_18
92071,0.232,0.049,81716,high_under_18
92091,0.125,0.171,136250,high_70_80
92101,0.047,0.057,60417,high_70_80
92102,0.245,0.029,44801,high_under_18
92103,0.104,0.069,74523,high_70_80
92105,0.273,0.033,40272,high_under_18
92111,0.202,0.053,65098,high_under_18
92113,0.282,0.028,33125,high_under_18
92115,0.188,0.033,47536,high_under_18
92121,0.167,0.021,103953,high_under_18
92123,0.19,0.043,73272,high_under_18
92124,0.292,0.041,86068,high_under_18
92126,0.191,0.047,92061,high_under_18
92127,0.318,0.038,127227,high_under_18
92129,0.259,0.043,120279,high_under_18
92130,0.287,0.031,141926,high_under_18
92131,0.275,0.047,125035,high_under_18
92139,0.232,0.046,60656,high_under_18
92145,0.324,0.025,141691,high_under_18
92154,0.239,0.048,63638,high_under_18
92173,0.293,0.037,38911,high_under_18
92305,0.11,0.209,63594,high_70_80
92313,0.197,0.048,65565,high_under_18
92316,0.262,0.043,53648,high_under_18
92324,0.295,0.039,48578,high_under_18
92325,0.204,0.046,57118,high_under_18
92335,0.301,0.032,47226,high_under_18
92336,0.287,0.03,87744,high_under_18
92337,0.286,0.025,76046,high_under_18
92339,0.273,0.034,65167,high_under_18
92341,0.112,0.211,0,high_70_80
92344,0.288,0.038,80230,high_under_18
92345,0.308,0.041,46696,high_under_18
92346,0.254,0.05,60732,high_under_18
92359,0.235,0.037,56590,high_under_18
92374,0.241,0.045,67606,high_under_18
92376,0.296,0.034,50359,high_under_18
92377,0.242,0.045,77094,high_under_18
92404,0.3,0.04,42051,high_under_18
92405,0.313,0.03,38762,high_under_18
92407,0.283,0.027,56819,high_under_18
92408,0.287,0.036,38949,high_under_18
92410,0.35,0.029,27383,high_under_18
92411,0.334,0.043,37266,high_under_18
92501,0.243,0.029,55192,high_under_18
92503,0.274,0.041,62998,high_under_18
92504,0.244,0.047,60211,high_under_18
92505,0.258,0.038,62232,high_under_18
92507,0.195,0.034,44912,high_under_18
92508,0.263,0.033,103942,high_under_18
92509,0.284,0.035,63719,high_under_18
92518,0.126,0.108,67365,high_70_80
92530,0.303,0.028,51922,high_under_18
92532,0.33,0.024,84173,high_under_18
92551,0.32,0.027,54955,high_under_18
92553,0.306,0.03,48329,high_under_18
92555,0.276,0.037,81104,high_under_18
92557,0.262,0.037,67121,high_under_18
92567,0.281,0.052,61023,high_under_18
92570,0.297,0.035,47696,high_under_18
92571,0.329,0.025,56921,high_under_18
92582,0.319,0.03,61667,high_under_18
92584,0.281,0.054,85527,high_under_18
92585,0.277,0.051,65188,high_under_18
92586,0.136,0.176,36887,high_70_80
92595,0.253,0.047,69805,high_under_18
92602,0.308,0.023,103367,high_under_18
92610,0.253,0.028,128050,high_under_18
92618,0.235,0.032,103758,high_under_18
92620,0.249,0.037,102815,high_under_18
92626,0.182,0.048,85662,high_under_18
92627,0.22,0.042,64454,high_under_18
92676,0.158,0.067,100282,high_70_80
92679,0.253,0.039,153053,high_under_18
92688,0.27,0.023,103215,high_under_18
92701,0.32,0.025,41934,high_under_18
92703,0.274,0.038,52970,high_under_18
92704,0.267,0.032,63056,high_under_18
92706,0.276,0.036,58648,high_under_18
92707,0.253,0.031,65919,high_under_18
92780,0.245,0.05,67057,high_under_18
92801,0.282,0.035,54476,high_under_18
92802,0.251,0.043,54414,high_under_18
92804,0.243,0.051,55736,high_under_18
92805,0.277,0.03,59934,high_under_18
92806,0.216,0.042,66372,high_under_18
92808,0.235,0.039,121250,high_under_18
92823,0.295,0.046,138831,high_under_18
92831,0.19,0.041,64218,high_under_18
92832,0.235,0.052,61493,high_under_18
92833,0.244,0.051,73162,high_under_18
92840,0.223,0.049,64782,high_under_18
92844,0.22,0.051,56836,high_under_18
92865,0.22,0.041,97871,high_under_18
92866,0.194,0.042,70814,high_under_18
92867,0.242,0.046,87388,high_under_18
92868,0.217,0.029,62856,high_under_18
92870,0.231,0.053,88610,high_under_18
92879,0.244,0.042,61783,high_under_18
92880,0.301,0.033,100175,high_under_18
92881,0.265,0.038,94498,high_under_18
92882,0.25,0.042,70235,high_under_18
92883,0.274,0.054,99231,high_under_18
93015,0.283,0.048,62819,high_under_18
93021,0.236,0.048,101627,high_under_18
93030,0.277,0.039,64552,high_under_18
93033,0.305,0.03,57829,high_under_18
93036,0.284,0.036,65374,high_under_18
93040,0.258,0.048,48750,high_under_18
93041,0.241,0.034,62032,high_under_18
93043,0.309,0,86250,high_under_18
93060,0.286,0.039,56478,high_under_18
93067,0.047,0.073,64904,high_70_80
93203,0.374,0.021,37191,high_under_18
93206,0.395,0.014,36224,high_under_18
93215,0.27,0.036,39032,high_under_18
93220,0.406,0,0,high_under_18
93241,0.344,0.031,35872,high_under_18
93242,0.296,0.05,40417,high_under_18
93250,0.354,0.023,35738,high_under_18
93261,0.323,0.039,25169,high_under_18
93263,0.333,0.029,41173,high_under_18
93268,0.31,0.052,45128,high_under_18
93280,0.274,0.021,36565,high_under_18
93287,0,0.162,78750,high_70_80
93301,0.283,0.052,35561,high_under_18
93304,0.311,0.035,36388,high_under_18
93305,0.358,0.032,31608,high_under_18
93306,0.315,0.05,52512,high_under_18
93307,0.347,0.03,36886,high_under_18
93309,0.259,0.052,48742,high_under_18
93311,0.279,0.038,92188,high_under_18
93312,0.285,0.035,94308,high_under_18
93313,0.303,0.034,72169,high_under_18
93314,0.275,0.038,105414,high_under_18
93563,0.036,0.101,83875,high_70_80
93606,0.293,0.019,30543,high_under_18
93609,0.26,0.037,44068,high_under_18
93611,0.27,0.053,84028,high_under_18
93612,0.25,0.052,40687,high_under_18
93616,0.294,0.025,31448,high_under_18
93627,0.313,0,44375,high_under_18
93630,0.322,0.044,46610,high_under_18
93631,0.278,0.046,63884,high_under_18
93637,0.318,0.042,49937,high_under_18
93638,0.323,0.036,37682,high_under_18
93648,0.346,0.03,31653,high_under_18
93651,0.153,0.136,100952,high_70_80
93652,0.217,0.013,36750,high_under_18
93654,0.291,0.052,44151,high_under_18
93656,0.315,0.05,49530,high_under_18
93657,0.299,0.054,51209,high_under_18
93660,0.39,0.014,28500,high_under_18
93662,0.3,0.051,42027,high_under_18
93667,0.274,0.045,64856,high_under_18
93701,0.354,0.029,17371,high_under_18
93702,0.326,0.035,25517,high_under_18
93703,0.309,0.034,27873,high_under_18
93705,0.32,0.043,35009,high_under_18
93706,0.328,0.036,30176,high_under_18
93710,0.201,0.046,47723,high_under_18
93720,0.244,0.054,80223,high_under_18
93721,0.106,0.057,25056,high_70_80
93722,0.318,0.031,54137,high_under_18
93725,0.322,0.044,41288,high_under_18
93726,0.287,0.035,34295,high_under_18
93727,0.313,0.043,50781,high_under_18
93728,0.279,0.043,34887,high_under_18
93730,0.273,0.052,118487,high_under_18
94020,0.056,0.081,92386,high_70_80
94021,0.344,0,0,high_under_18
94038,0.309,0.045,136328,high_under_18
94040,0.233,0.043,120028,high_under_18
94041,0.161,0.036,121650,high_under_18
94043,0.188,0.044,118355,high_under_18
94061,0.216,0.048,99230,high_under_18
94063,0.262,0.039,64720,high_under_18
94085,0.212,0.027,103595,high_under_18
94086,0.205,0.045,118576,high_under_18
94102,0.076,0.058,33552,high_70_80
94103,0.086,0.057,49052,high_70_80
94104,0.101,0.147,48429,high_70_80
94108,0.084,0.076,55341,high_70_80
94109,0.052,0.069,79979,high_70_80
94111,0.093,0.107,99464,high_70_80
94115,0.126,0.074,103625,high_70_80
94118,0.142,0.059,102021,high_70_80
94121,0.137,0.065,87001,high_70_80
94122,0.138,0.056,102838,high_70_80
94124,0.245,0.044,55823,high_under_18
94129,0.285,0.007,190167,high_under_18
94131,0.145,0.063,119924,high_70_80
94132,0.124,0.058,72970,high_70_80
94133,0.093,0.082,66422,high_70_80
94303,0.27,0.045,98361,high_under_18
94401,0.219,0.048,81608,high_under_18
94503,0.265,0.046,91802,high_under_18
94506,0.287,0.05,186378,high_under_18
94509,0.256,0.043,58823,high_under_18
94511,0.142,0.132,36167,high_70_80
94514,0.29,0.039,72875,high_under_18
94516,0.148,0.102,88500,high_70_80
94519,0.199,0.044,79390,high_under_18
94520,0.248,0.036,52082,high_under_18
94523,0.197,0.052,100889,high_under_18
94528,0.04,0.337,0,high_70_80
94531,0.265,0.037,93466,high_under_18
94536,0.234,0.052,112587,high_under_18
94538,0.209,0.036,101065,high_under_18
94539,0.249,0.054,160542,high_under_18
94541,0.233,0.041,67819,high_under_18
94544,0.234,0.042,70207,high_under_18
94545,0.205,0.051,84579,high_under_18
94548,0.244,0,105329,high_under_18
94551,0.25,0.036,108729,high_under_18
94555,0.263,0.043,132823,high_under_18
94559,0.231,0.053,68725,high_under_18
94560,0.215,0.045,96817,high_under_18
94561,0.275,0.037,88795,high_under_18
94568,0.25,0.036,133769,high_under_18
94571,0.12,0.164,64694,high_70_80
94572,0.228,0.05,67175,high_under_18
94578,0.243,0.036,52419,high_under_18
94580,0.231,0.048,85021,high_under_18
94582,0.33,0.032,149859,high_under_18
94583,0.258,0.049,137719,high_under_18
94586,0.125,0.079,116250,high_70_80
94595,0.115,0.215,66638,high_70_80
94597,0.175,0.051,98343,high_under_18
94601,0.24,0.032,44666,high_under_18
94603,0.273,0.031,49793,high_under_18
94606,0.168,0.049,48421,high_under_18
94610,0.138,0.056,87059,high_70_80
94612,0.082,0.066,42880,high_70_80
94621,0.329,0.025,34566,high_under_18
94702,0.177,0.054,77699,high_under_18
94703,0.17,0.048,75181,high_under_18
94705,0.135,0.084,116250,high_70_80
94706,0.258,0.042,89425,high_under_18
94710,0.195,0.034,62524,high_under_18
94801,0.281,0.038,48822,high_under_18
94804,0.224,0.042,51918,high_under_18
94806,0.23,0.047,56605,high_under_18
94924,0.129,0.222,52375,high_70_80
94925,0.266,0.054,134902,high_under_18
94933,0.233,0.035,94107,high_under_18
94938,0.136,0.152,85250,high_70_80
94950,0.049,0.295,67788,high_70_80
94963,0.241,0,106170,high_under_18
94965,0.135,0.108,101947,high_70_80
94970,0.052,0.211,119934,high_70_80
94973,0.096,0.167,93403,high_70_80
95002,0.192,0.051,82845,high_under_18
95005,0.193,0.049,76250,high_under_18
95006,0.158,0.057,80991,high_70_80
95007,0.038,0.16,0,high_70_80
95008,0.201,0.051,106536,high_under_18
95017,0.121,0.085,70000,high_70_80
95019,0.268,0.05,38854,high_under_18
95035,0.215,0.049,110659,high_under_18
95041,0.377,0.026,55845,high_under_18
95050,0.192,0.045,84269,high_under_18
95051,0.214,0.048,113021,high_under_18
95054,0.218,0.031,140890,high_under_18
95060,0.147,0.056,65237,high_70_80
95062,0.174,0.051,69472,high_under_18
95076,0.284,0.042,61211,high_under_18
95110,0.223,0.02,76250,high_under_18
95111,0.264,0.047,66549,high_under_18
95112,0.176,0.032,60569,high_under_18
95116,0.274,0.048,56299,high_under_18
95117,0.216,0.037,82279,high_under_18
95119,0.254,0.053,120071,high_under_18
95121,0.217,0.053,94818,high_under_18
95122,0.26,0.047,66606,high_under_18
95126,0.184,0.034,85489,high_under_18
95127,0.239,0.047,84239,high_under_18
95128,0.211,0.037,80916,high_under_18
95129,0.241,0.052,131976,high_under_18
95130,0.258,0.05,106477,high_under_18
95131,0.187,0.048,114675,high_under_18
95134,0.165,0.017,132891,high_under_18
95136,0.243,0.05,98340,high_under_18
95138,0.268,0.031,159311,high_under_18
95140,0,0.171,0,high_70_80
95148,0.222,0.049,120088,high_under_18
95202,0.294,0.052,14549,high_under_18
95203,0.269,0.05,41218,high_under_18
95205,0.302,0.037,33915,high_under_18
95206,0.324,0.039,45342,high_under_18
95209,0.272,0.053,74645,high_under_18
95210,0.286,0.043,40426,high_under_18
95212,0.291,0.04,82260,high_under_18
95215,0.269,0.045,45441,high_under_18
95225,0.266,0,0,high_under_18
95231,0.169,0.031,40172,high_under_18
95234,0.536,0,0,high_under_18
95240,0.294,0.054,44499,high_under_18
95254,0.041,0.111,98726,high_70_80
95304,0.207,0.049,85035,high_under_18
95330,0.29,0.04,72398,high_under_18
95337,0.27,0.035,78064,high_under_18
95351,0.316,0.036,38954,high_under_18
95354,0.251,0.054,45417,high_under_18
95357,0.272,0.051,60071,high_under_18
95358,0.293,0.032,55422,high_under_18
95367,0.275,0.051,64756,high_under_18
95368,0.318,0.04,72348,high_under_18
95376,0.286,0.039,70501,high_under_18
95377,0.294,0.035,99411,high_under_18
95385,0.237,0.052,52708,high_under_18
95387,0.518,0,35708,high_under_18
95391,0.388,0.019,120196,high_under_18
95615,0.141,0.081,57880,high_70_80
95618,0.218,0.044,85354,high_under_18
95620,0.27,0.047,74053,high_under_18
95624,0.268,0.047,89075,high_under_18
95625,0,0.216,57786,high_70_80
95630,0.245,0.053,106843,high_under_18
95641,0.125,0.089,41979,high_70_80
95645,0.271,0.049,41607,high_under_18
95653,0.296,0,59583,high_under_18
95655,0.27,0.022,78375,high_under_18
95660,0.293,0.046,41116,high_under_18
95673,0.259,0.051,57715,high_under_18
95674,0.254,0.034,80909,high_under_18
95678,0.242,0.044,65690,high_under_18
95680,0.698,0,0,high_under_18
95687,0.217,0.05,77222,high_under_18
95691,0.266,0.045,69849,high_under_18
95694,0.25,0.042,74744,high_under_18
95742,0.311,0.025,113718,high_under_18
95757,0.294,0.05,95316,high_under_18
95758,0.26,0.046,74473,high_under_18
95765,0.285,0.039,102030,high_under_18
95776,0.276,0.029,70720,high_under_18
95815,0.258,0.032,30831,high_under_18
95818,0.202,0.046,74444,high_under_18
95820,0.234,0.042,46083,high_under_18
95822,0.249,0.052,50687,high_under_18
95823,0.298,0.04,42182,high_under_18
95824,0.278,0.036,31888,high_under_18
95825,0.208,0.052,36615,high_under_18
95827,0.227,0.044,52431,high_under_18
95828,0.252,0.053,47909,high_under_18
95829,0.278,0.044,82601,high_under_18
95832,0.306,0.034,45126,high_under_18
95833,0.253,0.029,57481,high_under_18
95834,0.262,0.031,57296,high_under_18
95835,0.259,0.047,87794,high_under_18
95837,0.207,0.038,225000,high_under_18
95838,0.316,0.039,41970,high_under_18
95842,0.251,0.041,47705,high_under_18
95843,0.286,0.036,71041,high_under_18
96706,0.27,0.045,98248,high_under_18
96707,0.276,0.034,99946,high_under_18
96712,0.227,0.045,79459,high_under_18
96717,0.322,0.051,77188,high_under_18
96730,0.19,0.039,64583,high_under_18
96762,0.252,0.026,96944,high_under_18
96786,0.303,0.035,59284,high_under_18
96792,0.282,0.051,62318,high_under_18
96814,0.119,0.093,61264,high_70_80
96815,0.091,0.081,60331,high_70_80
96816,0.157,0.075,82742,high_70_80
96818,0.29,0.04,74841,high_under_18
96819,0.215,0.048,77389,high_under_18
96822,0.146,0.073,69223,high_70_80
96826,0.139,0.069,47926,high_70_80
97004,0.136,0.107,76250,high_70_80
97005,0.213,0.04,44723,high_under_18
97006,0.242,0.037,69553,high_under_18
97007,0.248,0.044,80039,high_under_18
97015,0.224,0.052,67873,high_under_18
97018,0.111,0.107,63692,high_70_80
97020,0.249,0.032,63875,high_under_18
97024,0.204,0.05,56781,high_under_18
97026,0.325,0.032,60688,high_under_18
97060,0.273,0.031,62740,high_under_18
97062,0.227,0.038,73282,high_under_18
97086,0.221,0.054,84531,high_under_18
97106,0.254,0.05,100301,high_under_18
97113,0.295,0.041,61212,high_under_18
97114,0.294,0.049,59604,high_under_18
97115,0.263,0.046,75383,high_under_18
97117,0.118,0.073,81750,high_70_80
97119,0.138,0.086,71219,high_70_80
97123,0.27,0.044,71397,high_under_18
97124,0.223,0.042,84009,high_under_18
97125,0.342,0.043,157946,high_under_18
97127,0.277,0.045,57188,high_under_18
97133,0.186,0.049,84904,high_under_18
97140,0.299,0.047,96079,high_under_18
97201,0.074,0.067,50420,high_70_80
97202,0.163,0.047,66017,high_under_18
97203,0.213,0.034,55174,high_under_18
97205,0.039,0.066,32276,high_70_80
97206,0.18,0.041,59622,high_under_18
97209,0.038,0.073,54747,high_70_80
97211,0.164,0.038,73312,high_under_18
97212,0.195,0.047,94192,high_under_18
97213,0.187,0.045,67882,high_under_18
97216,0.205,0.037,41809,high_under_18
97217,0.174,0.034,70027,high_under_18
97218,0.23,0.034,58853,high_under_18
97219,0.196,0.046,89745,high_under_18
97220,0.192,0.053,47284,high_under_18
97223,0.217,0.047,74787,high_under_18
97229,0.27,0.048,108861,high_under_18
97232,0.102,0.066,56060,high_70_80
97233,0.291,0.033,39240,high_under_18
97236,0.267,0.053,42109,high_under_18
97239,0.143,0.071,85481,high_70_80
97266,0.237,0.046,43815,high_under_18
98001,0.248,0.05,77083,high_under_18
98002,0.267,0.053,51086,high_under_18
98007,0.195,0.04,87207,high_under_18
98011,0.218,0.047,86490,high_under_18
98012,0.258,0.047,93267,high_under_18
98014,0.189,0.046,99769,high_under_18
98019,0.262,0.036,120371,high_under_18
98021,0.233,0.045,110346,high_under_18
98024,0.243,0.042,129053,high_under_18
98027,0.243,0.05,108565,high_under_18
98029,0.275,0.03,112833,high_under_18
98030,0.258,0.037,58666,high_under_18
98031,0.239,0.043,73688,high_under_18
98032,0.234,0.036,51696,high_under_18
98034,0.208,0.052,93520,high_under_18
98038,0.286,0.041,99098,high_under_18
98042,0.229,0.053,94770,high_under_18
98043,0.2,0.045,69727,high_under_18
98047,0.287,0.034,54022,high_under_18
98051,0.22,0.046,87283,high_under_18
98052,0.227,0.036,117303,high_under_18
98055,0.209,0.053,68638,high_under_18
98056,0.211,0.04,78525,high_under_18
98057,0.209,0.032,44291,high_under_18
98059,0.255,0.049,97407,high_under_18
98065,0.33,0.02,133481,high_under_18
98072,0.234,0.05,110302,high_under_18
98074,0.302,0.029,160618,high_under_18
98075,0.305,0.036,163409,high_under_18
98077,0.271,0.027,144193,high_under_18
98087,0.23,0.036,73739,high_under_18
98092,0.246,0.045,81211,high_under_18
98104,0.034,0.066,37610,high_70_80
98106,0.22,0.051,62726,high_under_18
98108,0.231,0.051,55314,high_under_18
98112,0.168,0.051,110051,high_under_18
98115,0.193,0.043,100794,high_under_18
98117,0.2,0.037,102519,high_under_18
98118,0.214,0.05,62504,high_under_18
98126,0.217,0.044,73698,high_under_18
98133,0.158,0.06,60409,high_70_80
98136,0.186,0.049,97673,high_under_18
98144,0.168,0.052,71628,high_under_18
98155,0.197,0.049,81405,high_under_18
98164,0,0.323,250001,high_70_80
98168,0.238,0.045,53992,high_under_18
98178,0.242,0.047,72478,high_under_18
98188,0.205,0.042,50231,high_under_18
98201,0.177,0.052,47796,high_under_18
98203,0.221,0.042,66950,high_under_18
98204,0.246,0.035,48881,high_under_18
98205,0.254,0.039,85300,high_under_18
98208,0.236,0.045,82957,high_under_18
98236,0.156,0.111,67594,high_70_80
98260,0.145,0.138,63613,high_70_80
98272,0.239,0.034,85029,high_under_18
98296,0.272,0.038,119044,high_under_18
98315,0.26,0,52153,high_under_18
98329,0.21,0.042,79253,high_under_18
98345,0.214,0.035,60714,high_under_18
98364,0.402,0,0,high_under_18
98365,0.068,0.24,55515,high_70_80
98376,0.139,0.127,49032,high_70_80
98390,0.247,0.045,60022,high_under_18
98403,0.161,0.05,56012,high_under_18
98404,0.272,0.043,49047,high_under_18
98405,0.212,0.043,48411,high_under_18
98409,0.222,0.036,49464,high_under_18
98418,0.224,0.046,45262,high_under_18
98424,0.277,0.034,61607,high_under_18
98465,0.147,0.094,55544,high_70_80
98467,0.248,0.039,61351,high_under_18
98607,0.284,0.052,96842,high_under_18
98661,0.238,0.052,48354,high_under_18
98662,0.245,0.054,58713,high_under_18
98675,0.309,0.045,70015,high_under_18
98682,0.272,0.039,67569,high_under_18
98684,0.239,0.05,63653,high_under_18
98686,0.249,0.051,78411,high_under_18
